,user,song,time_zone,popularity,release,danceability,energy,key,mode,valence,tempo,duration_ms
0,user_007XIjOr,DaTQ53TUmfP93FSr,0.5,0.5789473684210527,0.9970178926441351,0.3643724696356275,0.257,0.6363636363636364,1.0,0.1302605210420842,0.3168836943141912,0.04108890664675789
1,user_007XIjOr,DaTQ53TUmfP93FSr,0.5,0.5789473684210527,0.9970178926441351,0.3643724696356275,0.257,0.6363636363636364,1.0,0.1302605210420842,0.3168836943141912,0.04108890664675789
2,user_02DWuQOR,DaTQ53TUmfP93FSr,0.5,0.5789473684210527,0.9970178926441351,0.3643724696356275,0.257,0.6363636363636364,1.0,0.1302605210420842,0.3168836943141912,0.04108890664675789
3,user_02DWuQOR,DaTQ53TUmfP93FSr,0.5,0.5789473684210527,0.9970178926441351,0.3643724696356275,0.257,0.6363636363636364,1.0,0.1302605210420842,0.3168836943141912,0.04108890664675789
4,user_02DWuQOR,DaTQ53TUmfP93FSr,0.5,0.5789473684210527,0.9970178926441351,0.3643724696356275,0.257,0.6363636363636364,1.0,0.1302605210420842,0.3168836943141912,0.04108890664675789
5,user_02DWuQOR,DaTQ53TUmfP93FSr,1.0,0.5789473684210527,0.9970178926441351,0.3643724696356275,0.257,0.6363636363636364,1.0,0.1302605210420842,0.3168836943141912,0.04108890664675789
6,user_02DWuQOR,DaTQ53TUmfP93FSr,1.0,0.5789473684210527,0.9970178926441351,0.3643724696356275,0.257,0.6363636363636364,1.0,0.1302605210420842,0.3168836943141912,0.04108890664675789
7,user_02DWuQOR,DaTQ53TUmfP93FSr,1.0,0.5789473684210527,0.9970178926441351,0.3643724696356275,0.257,0.6363636363636364,1.0,0.1302605210420842,0.3168836943141912,0.04108890664675789
8,user_02DWuQOR,DaTQ53TUmfP93FSr,1.0,0.5789473684210527,0.9970178926441351,0.3643724696356275,0.257,0.6363636363636364,1.0,0.1302605210420842,0.3168836943141912,0.04108890664675789
9,user_02DWuQOR,DaTQ53TUmfP93FSr,1.0,0.5789473684210527,0.9970178926441351,0.3643724696356275,0.257,0.6363636363636364,1.0,0.1302605210420842,0.3168836943141912,0.04108890664675789
10,user_02DWuQOR,DaTQ53TUmfP93FSr,0.0,0.5789473684210527,0.9970178926441351,0.3643724696356275,0.257,0.6363636363636364,1.0,0.1302605210420842,0.3168836943141912,0.04108890664675789
11,user_02DWuQOR,DaTQ53TUmfP93FSr,0.0,0.5789473684210527,0.9970178926441351,0.3643724696356275,0.257,0.6363636363636364,1.0,0.1302605210420842,0.3168836943141912,0.04108890664675789
12,user_02DWuQOR,DaTQ53TUmfP93FSr,0.5,0.5789473684210527,0.9970178926441351,0.3643724696356275,0.257,0.6363636363636364,1.0,0.1302605210420842,0.3168836943141912,0.04108890664675789
13,user_02DWuQOR,DaTQ53TUmfP93FSr,0.5,0.5789473684210527,0.9970178926441351,0.3643724696356275,0.257,0.6363636363636364,1.0,0.1302605210420842,0.3168836943141912,0.04108890664675789
